critic_count,critic_score,developer,eu_sales,genre,global_sales,jp_sales,na_sales,name,other_sales,platform,publisher,rating,user_count,user_score,year_of_release
55.0,86.0,Nintendo,0.16,Action,0.81,0.0,0.63,The Legend of Zelda: Four Swords Adventures,0.02,GC,Nintendo,E,74.0,7.2,2004
,,,0.0,Sports,0.81,0.76,0.0,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,0.05,PS,Konami Digital Entertainment,,,,1999
43.0,66.0,SCEE,0.41,Adventure,0.81,0.0,0.19,MediEvil: Resurrection,0.22,PSP,Sony Computer Entertainment,T,52.0,8.7,2005
8.0,81.0,Tri-Ace,0.05,Role-Playing,0.81,0.63,0.07,Valkyrie Profile,0.05,PS,Enix Corporation,T,37.0,8.8,1999
48.0,60.0,Ubisoft Montreal,0.25,Sports,0.81,0.0,0.48,Shaun White Snowboarding,0.08,X360,Ubisoft,T,25.0,7.6,
60.0,86.0,SCE Japan Studio,0.25,Misc,0.81,0.07,0.33,Patapon,0.16,PSP,Sony Computer Entertainment,E,102.0,8.7,2007
,,Square Enix,0.0,Role-Playing,0.81,0.81,0.0,Final Fantasy Type-0,0.0,PSP,Unknown,,,,2011
,,,0.08,Platform,0.81,0.27,0.45,Mega Man,0.01,NES,Capcom,,,,1987
,,,0.12,Action,0.81,0.0,0.68,Army Men: Sarge's Heroes,0.01,N64,3DO,,,,1999
34.0,78.0,Konami,0.58,Sports,0.81,0.03,0.12,Pro Evolution Soccer 2010,0.08,X360,Konami Digital Entertainment,E,29.0,7.6,2009
34.0,70.0,Ubisoft Shanghai,0.31,Shooter,0.81,0.0,0.4,Tom Clancy's Rainbow Six 3,0.1,PS2,Ubisoft,M,17.0,8.2,2004
18.0,73.0,EA Sports,0.05,Sports,0.81,0.0,0.67,Madden NFL 25,0.08,XOne,Electronic Arts,E,111.0,5.9,2013
20.0,80.0,EA Tiburon,0.0,Sports,0.81,0.0,0.75,NCAA Football 10,0.06,PS3,Electronic Arts,E,14.0,6.9,2009
,,,0.0,Role-Playing,0.81,0.81,0.0,EarthBound,0.0,SNES,Nintendo,,,,1994
,,,0.31,Puzzle,0.81,0.0,0.45,The Next Tetris,0.05,PS,Atari,,,,1998
46.0,74.0,Neversoft Entertainment,0.34,Misc,0.81,0.0,0.33,Guitar Hero: Warriors of Rock,0.13,PS3,Activision,T,30.0,7.1,2010
,,Ubisoft Quebec,0.35,Strategy,0.81,0.0,0.37,Battle of Giants: Dinosaurs,0.09,DS,Ubisoft,E,9.0,7.2,2008
,,,0.0,Sports,0.81,0.75,0.0,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,0.05,PS,Konami Digital Entertainment,,,,1998
,,Square Enix,0.27,Role-Playing,0.81,0.09,0.35,Final Fantasy XI: Wings of the Goddess,0.09,PS2,Square Enix,T,,,2007
31.0,75.0,Maxis,0.03,Simulation,0.81,0.0,0.67,The Sims 2,0.11,PS2,Electronic Arts,T,166.0,4.4,2005
27.0,60.0,Spike,0.18,Fighting,0.81,0.11,0.42,Dragon Ball: Raging Blast 2,0.09,PS3,Namco Bandai Games,T,63.0,7.5,2010
36.0,76.0,SCEE London Studio,0.39,Misc,0.81,0.0,0.29,SingStar Vol. 2,0.12,PS3,Sony Computer Entertainment,T,,,2008
,,,0.3,Misc,0.8,0.0,0.45,Who wants to be a millionaire,0.05,PS,Eidos Interactive,,,,2000
58.0,75.0,Amusement Vision,0.02,Action,0.8,0.74,0.03,Yakuza,0.01,PS2,Sega,M,73.0,8.2,2005
,,Gorilla Systems,0.03,Action,0.8,0.0,0.72,Disney's The Little Mermaid: Ariel's Undersea Adventure,0.06,DS,Disney Interactive Studios,E,4.0,7.0,2006
36.0,75.0,Factor 5,0.16,Simulation,0.8,0.0,0.62,Star Wars Rogue Squadron III: Rebel Strike,0.02,GC,LucasArts,T,50.0,7.6,2003
,,,0.3,Racing,0.8,0.0,0.45,Moto Racer,0.05,PS,Electronic Arts,,,,1997
39.0,80.0,Io Interactive,0.31,Shooter,0.8,0.0,0.39,Hitman: Contracts,0.1,PS2,Eidos Interactive,M,43.0,8.3,2004
69.0,79.0,Level 5,0.26,Puzzle,0.8,0.3,0.2,Professor Layton vs Phoenix Wright: Ace Attorney,0.04,3DS,Level 5,T,99.0,8.5,2012
6.0,45.0,Monkey Bar Games,0.21,Action,0.8,0.0,0.52,Ben 10: Alien Force,0.07,Wii,Koch Media,E10+,11.0,7.8,2008
14.0,80.0,SquareSoft,0.3,Role-Playing,0.8,0.0,0.45,Final Fantasy Anthology,0.05,PS,Square EA,T,28.0,8.1,1999
65.0,87.0,Codemasters,0.39,Racing,0.8,0.0,0.32,DiRT 2,0.09,X360,Codemasters,T,110.0,8.2,2009
55.0,83.0,Ubisoft Montreal,0.28,Action,0.8,0.0,0.48,Prince of Persia: Warrior Within,0.04,XB,Ubisoft,M,35.0,7.5,2004
7.0,49.0,CAProduction,0.33,Sports,0.8,0.09,0.31,Deca Sports 2,0.07,Wii,Hudson Soft,E,,,2009
86.0,78.0,Guerilla Cambridge,0.39,Shooter,0.8,0.04,0.2,Killzone: Mercenary,0.17,PSV,Sony Computer Entertainment Europe,M,513.0,8.9,2013
9.0,72.0,Konami,0.33,Sports,0.8,0.2,0.09,Pro Evolution Soccer 2010,0.18,PSP,Konami Digital Entertainment,E,5.0,4.6,2009
62.0,84.0,Neversoft Entertainment,0.2,Misc,0.8,0.0,0.52,Guitar Hero: Metallica,0.07,X360,Activision,T,79.0,8.1,2009
14.0,86.0,Virtuos,0.24,Role-Playing,0.8,0.28,0.16,Final Fantasy X / X-2 HD Remaster,0.12,PSV,Square Enix,T,223.0,8.5,2013
,,,0.0,Strategy,0.8,0.75,0.0,Super Robot Taisen α,0.05,PS,Banpresto,,,,2000
16.0,68.0,EA Seattle,0.09,Racing,0.8,0.0,0.68,Need for Speed: Hot Pursuit 2,0.02,GC,Electronic Arts,E,15.0,8.3,2002
,,,0.33,Sports,0.8,0.26,0.04,PES 2009: Pro Evolution Soccer,0.17,PSP,Konami Digital Entertainment,,,,
,,Electronic Arts,0.27,Misc,0.8,0.0,0.46,Hasbro Family Game Night 3,0.07,Wii,Electronic Arts,E,,,2010
,,,0.0,Role-Playing,0.8,0.8,0.0,Tales of Destiny 2,0.0,PS2,Namco Bandai Games,,,,2002
,,,0.0,Sports,0.8,0.8,0.0,Capcom's Soccer Shootout,0.0,SNES,Nintendo,,,,1993
8.0,57.0,Ubisoft Paris,0.01,Misc,0.8,0.0,0.73,Rayman Raving Rabbids 2,0.06,DS,Ubisoft,E10+,15.0,7.0,2007
9.0,57.0,Maxis,0.38,Simulation,0.79,0.0,0.19,The Sims 2: Pets,0.22,PSP,Electronic Arts,T,10.0,7.3,2006
,,,0.04,Action,0.79,0.0,0.74,Alien,0.01,2600,20th Century Fox Video Games,,,,1981
31.0,73.0,Spike,0.02,Fighting,0.79,0.0,0.66,Dragon Ball Z: Budokai Tenkaichi 2,0.11,PS2,Atari,T,61.0,8.6,2006
11.0,71.0,BudCat,0.0,Misc,0.79,0.0,0.61,Guitar Hero: Aerosmith,0.18,PS2,Activision,T,15.0,6.3,2008
10.0,48.0,Krome Studios,0.29,Action,0.79,0.0,0.43,Star Wars The Clone Wars: Republic Heroes,0.07,Wii,LucasArts,T,5.0,6.4,2009
,,,0.0,Racing,0.79,0.74,0.0,Ridge Racer,0.05,PS,Sony Computer Entertainment,,,,1994
10.0,74.0,Konami,0.3,Sports,0.79,0.29,0.05,pro evolution soccer 2011,0.16,PSP,Konami Digital Entertainment,E,5.0,5.8,2010
28.0,79.0,Marvelous,0.16,Role-Playing,0.79,0.0,0.61,Harvest Moon: A Wonderful Life,0.02,GC,Ubisoft,E,148.0,8.9,2003
,,Gorilla Games,0.29,Sports,0.79,0.0,0.43,All Star Cheer Squad,0.08,Wii,THQ,E,10.0,5.2,2008
,,,0.0,Simulation,0.79,0.74,0.0,Momotarou Dentetsu 7,0.05,PS,Hudson Entertainment,,,,1997
40.0,85.0,Ninja Theory,0.26,Action,0.79,0.19,0.24,DmC: Devil May Cry,0.1,PS3,Capcom,M,1471.0,5.3,2013
6.0,34.0,Deibus Studios,0.3,Racing,0.79,0.0,0.44,Motocross Mania,0.05,PS,Take-Two Interactive,E,6.0,5.3,2001
,,EA Sports,0.0,Sports,0.79,0.0,0.75,EA Sports Active NFL Training Camp,0.05,Wii,Electronic Arts,E,,,2010
63.0,83.0,Vigil Games,0.27,Action,0.79,0.0,0.45,Darksiders II,0.07,X360,THQ,M,456.0,8.0,2012
12.0,76.0,Ghost Games,0.35,Racing,0.79,0.01,0.37,Need for Speed Rivals,0.07,X360,Electronic Arts,E10+,107.0,5.4,2013
69.0,74.0,Radical Entertainment,0.24,Action,0.79,0.0,0.48,[Prototype 2],0.07,X360,Activision,M,173.0,7.0,2012
,,,0.07,Platform,0.79,0.32,0.39,Mega Man 5,0.01,NES,Capcom,,,,1992
,,,0.15,Fighting,0.79,0.0,0.63,WCW Mayhem,0.01,N64,Electronic Arts,,,,1999
10.0,70.0,Konami,0.03,Simulation,0.79,0.02,0.64,Dance Dance Revolution SuperNOVA 2,0.1,PS2,Konami Digital Entertainment,E10+,,,2007
23.0,78.0,From Software,0.22,Simulation,0.79,0.23,0.28,Armored Core 2,0.07,PS2,Ubisoft,T,19.0,8.4,2000
,,,0.0,Role-Playing,0.79,0.79,0.0,Dragon Quest Monsters 2,0.0,3DS,Square Enix,,,,2014
72.0,65.0,EA Redwood Shores,0.23,Action,0.79,0.01,0.47,The Godfather II,0.08,X360,Electronic Arts,M,60.0,6.9,2009
59.0,75.0,Capcom,0.23,Role-Playing,0.79,0.07,0.42,Dragon's Dogma,0.06,X360,Capcom,M,320.0,7.8,2012
54.0,87.0,Konami,0.42,Sports,0.79,0.13,0.13,Pro Evolution Soccer 2016,0.1,PS4,Konami Digital Entertainment,E,680.0,7.1,2015
,,,0.35,Action,0.79,0.0,0.31,The Amazing Spider-Man (Console Version),0.13,PS3,Activision,,,,2012
,,,0.03,Sports,0.79,0.0,0.75,Major League Baseball Featuring Ken Griffey Jr,0.01,N64,Nintendo,,,,1998
75.0,84.0,Rare Ltd.,0.22,Misc,0.79,0.01,0.49,Rare Replay,0.07,XOne,Microsoft Game Studios,M,325.0,7.7,2015
52.0,76.0,Neversoft Entertainment,0.21,Misc,0.79,0.0,0.51,Band Hero,0.07,X360,Activision,E10+,30.0,5.0,2009
6.0,83.0,EA Tiburon,0.03,Sports,0.79,0.0,0.65,NCAA Football 08,0.11,PS2,Electronic Arts,E,23.0,8.3,2007
20.0,82.0,EA Canada,0.49,Sports,0.79,0.0,0.24,FIFA Soccer 2004,0.05,XB,Electronic Arts,E,23.0,8.2,2003
5.0,64.0,Maxis,0.46,Simulation,0.79,0.0,0.08,The Sims 2: Castaway,0.25,PSP,Electronic Arts,E10+,18.0,7.3,2007
56.0,72.0,"Square Enix, Tri-Ace",0.2,Role-Playing,0.79,0.21,0.32,Star Ocean: The Last Hope,0.06,X360,Square Enix,T,150.0,7.2,2009
17.0,53.0,City Interactive,0.34,Shooter,0.79,0.04,0.27,Sniper: Ghost Warrior,0.13,PS3,City Interactive,M,34.0,6.0,2011
32.0,69.0,Novarama,0.5,Strategy,0.79,0.0,0.17,Invizimals,0.11,PSP,Sony Computer Entertainment,E10+,19.0,7.3,2009
,,"Sumo Digital, Playground Games",0.37,Racing,0.78,0.0,0.35,Forza Horizon 2,0.06,X360,Microsoft Game Studios,E10+,116.0,5.1,2014
,,Trilobyte,0.77,Adventure,0.78,0.0,0.02,The 7th Guest,0.0,PC,Virgin Interactive,T,,,1992
5.0,55.0,Yuke's,0.29,Sports,0.78,0.0,0.36,WWE 2K15,0.13,PS3,Take-Two Interactive,T,57.0,3.1,2014
80.0,65.0,Silicon Knights,0.29,Role-Playing,0.78,0.03,0.38,Too Human,0.08,X360,Microsoft Game Studios,T,458.0,7.0,2008
,,,0.04,Shooter,0.78,0.0,0.73,Yars' Revenge,0.01,2600,Atari,,,,1982
38.0,81.0,EA Tiburon,0.25,Sports,0.78,0.0,0.42,Tiger Woods PGA Tour 10,0.11,PS3,Electronic Arts,E,9.0,7.7,2009
4.0,71.0,Digital Illusions,0.21,Platform,0.78,0.0,0.56,Secret Agent Barbie: Royal Jewels Mission,0.01,GBA,Vivendi Games,E,,,2002
,,,0.3,Shooter,0.78,0.0,0.43,Doom,0.05,PS,Infogrames,,,,1994
59.0,85.0,Ubisoft Shanghai,0.04,Action,0.78,0.01,0.67,Tom Clancy's Splinter Cell: Double Agent,0.06,X360,Ubisoft,M,148.0,8.1,2006
,,,0.0,Misc,0.78,0.0,0.17,Buzz! The Hollywood Quiz,0.61,PS2,Sony Computer Entertainment,,,,2007
31.0,74.0,CyberConnect2,0.27,Fighting,0.78,0.01,0.43,Naruto Shippuden: Ultimate Ninja Storm 2,0.07,X360,Namco Bandai Games,T,39.0,8.5,2010
63.0,79.0,Camelot Software Planning,0.09,Role-Playing,0.78,0.13,0.51,Golden Sun: Dark Dawn,0.05,DS,Nintendo,E10+,86.0,8.1,2010
59.0,86.0,EA Canada,0.31,Fighting,0.78,0.0,0.4,Fight Night Champion,0.07,X360,Electronic Arts,M,105.0,7.4,2011
,,,0.3,Fighting,0.78,0.0,0.43,Marvel vs. Capcom: Clash of Super Heroes,0.05,PS,Capcom,,,,1999
43.0,57.0,Techland,0.26,Action,0.78,0.01,0.44,Dead Island: Riptide,0.07,X360,Deep Silver,M,192.0,6.3,2013
,,EA Sports,0.06,Sports,0.78,0.0,0.57,Madden NFL 16,0.14,PS3,Electronic Arts,E,18.0,3.1,2015
,,,0.29,Strategy,0.78,0.0,0.43,Battle Stations,0.05,PS,Electronic Arts,,,,1997
10.0,68.0,LucasArts,0.11,Action,0.78,0.0,0.61,Star Wars The Clone Wars: Jedi Alliance,0.06,DS,LucasArts,E10+,32.0,7.8,2008
59.0,88.0,Jupiter Corporation,0.04,Role-Playing,0.78,0.21,0.49,The World Ends With You,0.04,DS,Square Enix,T,283.0,8.9,2007
34.0,73.0,5TH Cell,0.01,Action,0.78,0.0,0.71,Drawn to Life,0.06,DS,THQ,E,30.0,8.2,2007
39.0,85.0,Firaxis Games,0.19,Strategy,0.78,0.01,0.49,Sid Meier's Civilization Revolution,0.09,PS3,Take-Two Interactive,E10+,87.0,7.7,2008
12.0,81.0,"Kush Games, Visual Concepts",0.02,Sports,0.78,0.0,0.65,NBA 2K7,0.11,PS2,Take-Two Interactive,E,18.0,8.4,2006
,,,0.0,Role-Playing,0.78,0.78,0.0,Torneko no Daibouken: Fushigi no Dungeon,0.0,SNES,ChunSoft,,,,1993
,,,0.05,Puzzle,0.78,0.0,0.72,Jr. Pac-Man,0.01,2600,Atari,,,,1983
17.0,80.0,Eurocom Entertainment Software,0.16,Shooter,0.78,0.0,0.6,James Bond 007: Nightfire,0.02,GC,Electronic Arts,T,46.0,8.6,2002
,,,0.22,Sports,0.78,0.13,0.37,Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.06,WiiU,Nintendo,,,,2013
38.0,72.0,Eurocom Entertainment Software,0.33,Shooter,0.78,0.0,0.33,Goldeneye 007: Reloaded,0.12,PS3,Activision,T,52.0,6.3,2011
,,,0.29,Sports,0.78,0.0,0.43,NBA ShootOut 98,0.05,PS,Sony Computer Entertainment,,,,1998
55.0,87.0,UBlart Montpellier,0.32,Platform,0.78,0.0,0.38,Rayman Origins,0.08,X360,Ubisoft,E10+,209.0,8.2,2011
,,,0.05,Shooter,0.77,0.0,0.72,Galaxian,0.01,2600,Atari,,,,1982
47.0,48.0,Gearbox Software,0.34,Shooter,0.77,0.0,0.36,Aliens: Colonial Marines,0.07,X360,Sega,M,449.0,3.8,2013
43.0,71.0,iNiS,0.56,Misc,0.77,0.0,0.12,Lips,0.1,X360,Microsoft Game Studios,T,34.0,7.4,2008
,,,0.29,Racing,0.77,0.0,0.43,Andretti Racing,0.05,PS,Electronic Arts,,,,1996
,,,0.29,Misc,0.77,0.0,0.43,Caesars Palace 2000: Millennium Gold Edition,0.05,PS,Interplay,,,,2000
,,,0.04,Action,0.77,0.0,0.72,Air Raid,0.01,2600,Men-A-Vision,,,,1981
74.0,81.0,PlatinumGames,0.23,Action,0.77,0.02,0.45,MadWorld,0.07,Wii,Sega,M,176.0,8.6,2009
14.0,57.0,EA Games,0.33,Racing,0.77,0.01,0.24,Need for Speed: ProStreet,0.19,PSP,Electronic Arts,E,19.0,7.1,2008
75.0,81.0,Rare Ltd.,0.02,Shooter,0.77,0.03,0.66,Perfect Dark Zero,0.06,X360,Microsoft Game Studios,M,229.0,7.3,2005
30.0,53.0,"EA Canada, Nihilistic",0.02,Fighting,0.77,0.0,0.64,Marvel Nemesis: Rise of the Imperfects,0.1,PS2,Electronic Arts,T,46.0,6.3,2005
,,,0.04,Fighting,0.77,0.0,0.72,Boxing,0.01,2600,Activision,,,,1980
13.0,78.0,Eden Studios,0.29,Racing,0.77,0.0,0.43,Need for Speed: Porsche Unleashed,0.05,PS,Electronic Arts,E,24.0,8.5,1999
5.0,66.0,Ubisoft,0.49,Misc,0.77,0.0,0.18,ABBA: You Can Dance,0.1,Wii,Ubisoft,E10+,,,2011
,,,0.35,Action,0.77,0.0,0.34,Avatar: The Game,0.08,X360,Ubisoft,,,,2009
56.0,52.0,Slant Six,0.14,Action,0.77,0.03,0.55,Resident Evil: Operation Raccoon City,0.06,X360,Capcom,M,330.0,4.9,2012
36.0,70.0,THQ,0.18,Sports,0.77,0.0,0.53,UFC Personal Trainer: The Ultimate Fitness System,0.06,X360,THQ,E,15.0,6.5,2011
,,,0.04,Action,0.77,0.0,0.72,Crystal Castles,0.01,2600,Atari,,,,1983
22.0,70.0,Team 17,0.43,Strategy,0.77,0.0,0.11,Worms: Open Warfare,0.23,PSP,THQ,E10+,18.0,6.6,2006
,,Ubisoft,0.3,Puzzle,0.77,0.0,0.41,Puzzler World,0.07,DS,Ubisoft,E,,,2009
,,,0.22,Platform,0.77,0.0,0.53,Conker's Bad Fur Day,0.02,N64,THQ,,,,2001
,,,0.0,Role-Playing,0.77,0.77,0.0,Dragon Warrior I&II,0.0,GB,Enix Corporation,,,,1999
14.0,38.0,David A. Palmer Productions,0.2,Action,0.77,0.0,0.55,Star Wars Episode II: Attack of the Clones,0.01,GBA,THQ,E,6.0,5.0,2002
42.0,69.0,"Artificial Mind and Movement, Polygon Magic",0.21,Shooter,0.77,0.08,0.42,Ghost Squad,0.07,Wii,Sega,T,31.0,7.5,2007
,,,0.29,Shooter,0.77,0.0,0.38,Conflict: Desert Storm II - Back to Bagdhad,0.1,PS2,SCi,,,,2003
33.0,84.0,Capcom,0.29,Platform,0.77,0.0,0.38,Maximo: Ghosts to Glory,0.1,PS2,Capcom,T,16.0,8.7,2001
16.0,77.0,Rare Ltd.,0.17,Platform,0.77,0.14,0.45,Donkey Kong Country 3,0.01,GBA,Nintendo,E,27.0,8.4,2005
15.0,81.0,Acclaim Studios Austin,0.29,Sports,0.77,0.0,0.38,All-Star Baseball 2003,0.1,PS2,Acclaim Entertainment,E,17.0,8.4,2002
26.0,45.0,SquareSoft,0.08,Role-Playing,0.77,0.56,0.1,Unlimited Saga,0.03,PS2,Atari,T,29.0,3.0,2002
28.0,46.0,Ambrella,0.14,Racing,0.77,0.38,0.21,Pokemon Dash,0.04,DS,Nintendo,E,34.0,5.9,2004
26.0,57.0,Spike,0.19,Fighting,0.77,0.11,0.37,Dragon Ball: Raging Blast,0.1,PS3,Namco Bandai Games,T,58.0,7.2,2009
45.0,79.0,Incognito Inc.,0.0,Action,0.77,0.0,0.71,Twisted Metal: Head On,0.06,PSP,Sony Computer Entertainment,T,38.0,8.2,2005
6.0,69.0,Nintendo,0.32,Sports,0.76,0.17,0.21,Personal Trainer: Walking,0.07,DS,Nintendo,E,,,2008
5.0,66.0,Sonic Team,0.04,Platform,0.76,0.0,0.37,Sonic Unleashed,0.36,PS2,Sega,E10+,49.0,6.7,2008
,,Sand Grain Studios,0.29,Sports,0.76,0.0,0.37,Cabela's Deer Hunt: 2004 Season,0.1,PS2,Activision Value,T,40.0,9.0,2003
,,,0.12,Racing,0.76,0.42,0.18,Formula 1,0.05,PS,Psygnosis,,,,1996
11.0,76.0,"Tetris Online, Inc",0.3,Puzzle,0.76,0.12,0.28,Tetris Party Deluxe,0.07,DS,Nintendo,E,,,2010
,,,0.35,Platform,0.76,0.0,0.32,Banjo-Kazooie: Nuts & Bolts,0.08,X360,Microsoft Game Studios,,,,2008
,,,0.5,Sports,0.76,0.0,0.15,FIFA 12,0.11,Wii,Electronic Arts,,,,2011
,,Dancing Dots,0.09,Simulation,0.76,0.0,0.61,My Baby Girl,0.06,DS,Nobilis,E,,,2008
57.0,56.0,Reflections Interactive,0.38,Racing,0.76,0.0,0.36,Driv3r,0.03,XB,Atari,M,69.0,4.7,2004
,,,0.02,Action,0.76,0.0,0.64,Mercenaries: Playground of Destruction,0.1,PS2,LucasArts,,,,2005
,,,0.23,Adventure,0.76,0.03,0.4,The Walking Dead: Season One,0.1,PS3,Avanquest Software,,,,2012
,,,0.29,Fighting,0.76,0.0,0.37,MTV Celebrity Deathmatch,0.1,PS2,Gotham Games,,,,2003
,,,0.11,Fighting,0.76,0.43,0.17,Street Fighter Alpha: Warriors' Dreams,0.05,PS,Virgin Interactive,,,,1995
4.0,94.0,KCET,0.0,Sports,0.76,0.71,0.0,ISS Pro Evolution,0.05,PS,Konami Digital Entertainment,E,40.0,8.7,1998
7.0,52.0,Piranha Games,0.31,Racing,0.76,0.03,0.23,Need For Speed: Undercover,0.19,PSP,Electronic Arts,T,37.0,6.8,2008
54.0,85.0,Nintendo,0.04,Shooter,0.76,0.11,0.57,Metroid Prime Hunters,0.06,DS,Nintendo,T,188.0,8.0,2006
80.0,91.0,PlatinumGames,0.28,Action,0.76,0.1,0.32,Bayonetta 2,0.06,WiiU,Nintendo,M,1217.0,8.2,2014
25.0,63.0,Savage Entertainment,0.23,Shooter,0.76,0.0,0.38,Star Wars Battlefront: Elite Squadron,0.15,PSP,LucasArts,T,41.0,8.0,2009
,,,0.32,Racing,0.76,0.0,0.37,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,0.07,X360,Sega,,,,2010
,,,0.16,Sports,0.76,0.0,0.59,Tony Hawk's Pro Skater 2,0.01,N64,Activision,,,,2001
,,,0.0,Role-Playing,0.76,0.76,0.0,Final Fantasy II,0.0,NES,SquareSoft,,,,1988
,,,0.0,Misc,0.76,0.76,0.0,Taiko no Tatsujin: Tatakon de Dodon ga Don,0.0,PS2,Namco Bandai Games,,,,2002
,,,0.03,Role-Playing,0.76,0.62,0.09,Mega Man Battle Network 6: Cybeast Falzar / Gregar,0.02,GBA,Capcom,,,,2005
,,,0.25,Shooter,0.76,0.0,0.44,Doom (2016),0.07,XOne,Bethesda Softworks,,,,2016
47.0,65.0,Sony Bend,0.29,Shooter,0.76,0.0,0.37,Syphon Filter: The Omega Strain,0.1,PS2,Sony Computer Entertainment,M,30.0,6.9,2004
,,EA Sports,0.29,Sports,0.76,0.0,0.11,FIFA Soccer 11,0.36,PS2,Electronic Arts,E,7.0,6.6,2010
29.0,52.0,EA Games,0.37,Simulation,0.76,0.03,0.3,The Sims 3,0.07,3DS,Electronic Arts,T,31.0,3.3,2011
53.0,81.0,Midway,0.12,Fighting,0.76,0.0,0.61,Mortal Kombat: Deception,0.03,XB,Midway Games,M,24.0,8.8,2004
6.0,39.0,Vicarious Visions,0.2,Adventure,0.76,0.0,0.54,That's So Raven,0.01,GBA,Disney Interactive Studios,E,5.0,7.6,2004
22.0,87.0,Exient Entertainment,0.23,Misc,0.76,0.0,0.45,DJ Hero,0.07,Wii,Activision,T,19.0,7.6,2009
,,,0.27,Action,0.76,0.0,0.41,Toy Story 3: The Video Game,0.07,X360,Disney Interactive Studios,,,,2010
,,,0.24,Fighting,0.76,0.13,0.31,Marvel vs. Capcom 2: New Age of Heroes,0.08,PS2,Capcom,,,,2002
52.0,95.0,Valve Software,0.32,Shooter,0.76,0.0,0.33,Portal 2,0.1,PC,Valve Software,E10+,5999.0,8.8,2011
48.0,51.0,"Gearbox Software, 3D Realms",0.31,Shooter,0.76,0.0,0.33,Duke Nukem Forever,0.12,PS3,Take-Two Interactive,M,278.0,4.9,2011
10.0,71.0,"LucasArts, Red Fly Studio",0.18,Action,0.76,0.0,0.52,Star Wars: The Force Unleashed II,0.06,Wii,LucasArts,T,31.0,7.8,2010
,,,0.29,Fighting,0.76,0.0,0.37,Legends of Wrestling,0.1,PS2,Acclaim Entertainment,,,,2001
,,,0.02,Action,0.76,0.07,0.57,True Crime: New York City,0.09,PS2,Activision,,,,2005
,,,0.23,Shooter,0.76,0.08,0.38,Lost Planet 2,0.06,X360,Capcom,,,,2010
,,,0.31,Shooter,0.76,0.01,0.36,Kane & Lynch: Dead Men,0.08,X360,Eidos Interactive,,,,2007
,,,0.29,Role-Playing,0.76,0.26,0.16,Mario & Luigi: Paper Jam,0.04,3DS,Nintendo,,,,2015
,,,0.0,Role-Playing,0.76,0.76,0.0,Final Fantasy Legend III,0.0,GB,SquareSoft,,,,1991
35.0,60.0,EA Bright Light,0.39,Action,0.75,0.0,0.28,Harry Potter and the Half-Blood Prince,0.08,Wii,Electronic Arts,E10+,8.0,6.0,2009
8.0,67.0,Asobo Studio,0.0,Platform,0.75,0.0,0.21,Wall-E,0.54,PS2,THQ,E,9.0,8.4,2008
58.0,81.0,Level 5,0.48,Puzzle,0.75,0.25,0.0,Professor Layton and the Azran Legacy,0.03,3DS,Nintendo,E10+,86.0,7.9,2013
,,,0.0,Misc,0.75,0.0,0.69,Super Monkey Ball: Touch & Roll,0.06,DS,Sega,,,,2005
10.0,76.0,Capcom,0.21,Platform,0.75,0.2,0.3,Mega Man X5,0.05,PS,Capcom,E,55.0,8.9,2000
,,,0.66,Misc,0.75,0.02,0.03,Nintendo Presents: New Style Boutique 2 - Fashion Forward,0.04,3DS,Nintendo,,,,2015
56.0,89.0,Respawn Entertainment,0.25,Shooter,0.75,0.05,0.34,Titanfall 2,0.12,PS4,Electronic Arts,M,704.0,8.4,2016
46.0,55.0,Game Republic,0.37,Action,0.75,0.06,0.18,Genji: Days of the Blade,0.14,PS3,Sony Computer Entertainment,T,30.0,5.8,2006
10.0,95.0,"Kojima Productions, Moby Dick Studio",0.26,Action,0.75,0.01,0.41,Metal Gear Solid V: The Phantom Pain,0.07,XOne,Konami Digital Entertainment,M,900.0,7.3,2015
75.0,81.0,Rockstar San Diego,0.38,Sports,0.75,0.0,0.28,Rockstar Games presents Table Tennis,0.08,X360,Take-Two Interactive,E,69.0,7.8,2006
22.0,58.0,Planet Moon Studios,0.39,Puzzle,0.75,0.0,0.28,Drawn to Life: The Next Chapter,0.08,Wii,THQ,E,8.0,6.0,2009
18.0,60.0,Creatures Inc.,0.19,Action,0.75,0.27,0.26,PokePark 2: Wonders Beyond,0.04,Wii,Nintendo,E,27.0,7.0,2011
46.0,86.0,FreeStyleGames,0.19,Misc,0.75,0.0,0.47,DJ Hero 2,0.1,PS3,Activision,T,22.0,7.8,2010
9.0,72.0,Yuke's,0.2,Fighting,0.75,0.0,0.41,WWE SmackDown vs. Raw 2009,0.14,PSP,THQ,T,9.0,6.0,2008
6.0,72.0,TT Games,0.28,Action,0.75,0.0,0.41,LEGO Batman 2: DC Super Heroes,0.06,3DS,Warner Bros. Interactive Entertainment,E10+,25.0,5.2,2012
53.0,81.0,Project Soul,0.23,Fighting,0.75,0.07,0.35,SoulCalibur V,0.09,PS3,Namco Bandai Games,T,150.0,6.7,2012
30.0,69.0,Edge of Reality,0.29,Action,0.75,0.0,0.37,Shark Tale,0.1,PS2,Activision,E,6.0,6.5,2004
